Date,QUOTE_DATE,EXPIRE_DATE,UNDERLYING_LAST,STRIKE,C_LAST,C_BID,C_ASK,C_IV,C_VOLUME,diff,diff_date
2018-11-28,2018-11-28,2018-12-19,274.51,275.0,3.78,4.38,4.46,0.17899,81.0,0.4900000000000091,21
2018-11-29,2018-11-29,2018-12-19,273.96,274.0,5.15,4.68,4.73,0.18048,70.0,0.040000000000020464,20
2018-11-30,2018-11-30,2018-12-21,275.87,276.5,4.37,4.48,4.54,0.178,633.0,0.6299999999999955,21
2018-12-03,2018-12-03,2018-12-24,279.22,279.0,3.96,3.86,3.96,0.15563,200.0,0.22000000000002728,21
2018-12-04,2018-12-04,2018-12-25,270.32,259.0,0.0,12.79,13.4,0.25066,,11.319999999999993,21
2018-12-05,2018-12-05,2018-12-26,270.25,270.0,4.94,4.97,5.09,0.18888,0.0,0.25,21
2018-12-06,2018-12-06,2018-12-26,269.84,270.0,4.42,4.46,4.53,0.20225,489.0,0.160000000000025,20
2018-12-07,2018-12-07,2018-12-28,263.63,264.0,5.16,5.01,5.14,0.21927,,0.37000000000000455,21
2018-12-10,2018-12-10,2018-12-31,264.1,264.0,5.05,4.75,4.9,0.19589,314.0,0.10000000000002274,21
2018-12-11,2018-12-11,2018-12-31,264.13,264.0,4.78,4.42,4.49,0.19075,127.0,0.12999999999999545,20
2018-12-12,2018-12-12,2019-01-02,265.49,265.0,5.39,4.46,4.55,0.18576,182.0,0.4900000000000091,21
2018-12-13,2018-12-13,2019-01-02,265.39,265.0,3.65,4.07,4.15,0.18659,30.0,0.38999999999998636,20
2018-12-14,2018-12-14,2019-01-04,260.52,261.0,3.98,3.9,3.96,0.18407,167.0,0.4800000000000182,21
2018-12-17,2018-12-17,2019-01-07,255.3,255.0,4.74,4.71,4.86,0.19189,34.0,0.30000000000001137,21
2018-12-18,2018-12-18,2019-01-07,255.13,255.0,5.0,4.8,4.87,0.21774,305.0,0.12999999999999545,20
2018-12-19,2018-12-19,2019-01-09,251.25,251.0,4.99,4.58,4.71,0.20248,40.0,0.25,21
2018-12-20,2018-12-20,2019-01-09,247.29,247.0,4.83,5.14,5.27,0.21425,216.0,0.28999999999999204,20
2018-12-21,2018-12-21,2019-01-11,240.72,241.0,6.62,6.5,6.63,0.28413,38.0,0.28000000000000114,21
2018-12-24,2018-12-24,2019-01-14,234.34,234.0,0.0,7.21,7.43,0.36037,,0.3400000000000034,21
2018-12-26,2018-12-26,2019-01-16,246.02,246.0,6.64,6.69,6.78,0.28061,39.0,0.020000000000010232,21
2018-12-27,2018-12-27,2019-01-16,248.21,248.0,5.99,6.59,6.67,0.27453,50.0,0.21000000000000796,20
2018-12-28,2018-12-28,2019-01-18,247.8,248.0,6.22,6.45,6.55,0.27167,,0.19999999999998863,21
2018-12-31,2018-12-31,2019-01-22,250.1,250.0,4.98,5.36,5.55,0.21562,,0.09999999999999432,22
2019-01-02,2019-01-02,2019-01-23,250.2,250.0,4.94,4.99,5.08,0.20015,61.0,0.19999999999998863,21
2019-01-03,2019-01-03,2019-01-23,244.09,244.0,5.83,5.45,5.47,0.23503,167.0,0.09000000000000341,20
2019-01-04,2019-01-04,2019-01-25,252.44,252.5,4.64,4.77,4.84,0.1975,183.0,0.060000000000002274,21
2019-01-07,2019-01-07,2019-01-28,254.29,254.0,5.18,4.67,4.73,0.18534,15.0,0.28999999999999204,21
2019-01-08,2019-01-08,2019-01-28,256.72,256.5,4.43,4.32,4.38,0.17968,5.0,0.22000000000002728,20
2019-01-09,2019-01-09,2019-01-30,257.8,258.0,4.6,4.25,4.32,0.18283,330.0,0.19999999999998863,21
2019-01-10,2019-01-10,2019-01-30,258.96,259.0,4.12,4.11,4.16,0.17353,80.0,0.040000000000020464,20
2019-01-11,2019-01-11,2019-02-01,258.91,259.0,4.04,4.02,4.05,0.16459,511.0,0.08999999999997499,21
2019-01-14,2019-01-14,2019-02-04,257.45,257.0,4.71,4.35,4.45,0.16558,82.0,0.44999999999998863,21
2019-01-15,2019-01-15,2019-02-04,260.36,260.0,3.27,3.89,3.96,0.16106,98.0,0.36000000000001364,20
2019-01-16,2019-01-16,2019-02-06,260.9,261.0,4.26,3.88,3.92,0.16023,112.0,0.10000000000002274,21
2019-01-17,2019-01-17,2019-02-06,263.0,263.0,3.42,3.51,3.59,0.14204,87.0,0.0,20
2019-01-18,2019-01-18,2019-02-08,266.44,266.0,3.74,4.05,4.11,0.14772,905.0,0.4399999999999977,21
2019-01-22,2019-01-22,2019-02-11,262.91,263.0,3.77,4.06,4.12,0.1686,89.0,0.08999999999997499,20
2019-01-23,2019-01-23,2019-02-13,263.31,263.0,4.55,4.65,4.72,0.17849,78.0,0.3100000000000023,21
2019-01-24,2019-01-24,2019-02-13,263.57,264.0,3.44,3.74,3.79,0.17064,82.0,0.4300000000000068,20
2019-01-25,2019-01-25,2019-02-15,265.74,266.0,3.81,3.79,3.85,0.15149,,0.2599999999999909,21
2019-01-28,2019-01-28,2019-02-19,263.81,264.0,4.04,4.06,4.12,0.15867,131.0,0.18999999999999773,22
2019-01-29,2019-01-29,2019-02-19,263.44,263.0,4.46,4.47,4.52,0.16555,306.0,0.4399999999999977,21
2019-01-30,2019-01-30,2019-02-20,267.55,268.0,3.89,3.58,3.63,0.14602,86.0,0.44999999999998863,21
2019-01-31,2019-01-31,2019-02-20,269.97,270.0,3.28,3.63,3.71,0.1418,301.0,0.029999999999972715,20
2019-02-01,2019-02-01,2019-02-22,270.09,270.0,3.61,3.63,3.67,0.13587,341.0,0.08999999999997499,21
2019-02-04,2019-02-04,2019-02-25,272.02,272.0,3.01,3.17,3.23,0.12413,24.0,0.01999999999998181,21
2019-02-05,2019-02-05,2019-02-25,273.17,273.0,3.23,3.27,3.32,0.12865,332.0,0.17000000000001592,20
2019-02-06,2019-02-06,2019-02-27,272.72,272.5,3.58,3.37,3.42,0.12504,300.0,0.22000000000002728,21
2019-02-07,2019-02-07,2019-02-27,270.22,270.0,3.45,3.45,3.48,0.12953,80.0,0.22000000000002728,20
2019-02-08,2019-02-08,2019-03-01,270.54,270.5,3.34,3.44,3.52,0.13321,239.0,0.040000000000020464,21
2019-02-11,2019-02-11,2019-03-04,270.68,271.0,3.29,3.41,3.44,0.13555,46.0,0.3199999999999932,21
2019-02-12,2019-02-12,2019-03-04,274.1,274.0,3.43,3.35,3.42,0.12731,48.0,0.10000000000002274,20
2019-02-13,2019-02-13,2019-03-06,274.95,275.0,3.45,3.45,3.5,0.13453,52.0,0.05000000000001137,21
2019-02-14,2019-02-14,2019-03-06,274.34,274.0,4.02,3.73,3.78,0.14089,157.0,0.339999999999975,20
2019-02-15,2019-02-15,2019-03-08,277.37,277.5,3.23,3.26,3.28,0.12202,886.0,0.12999999999999545,21
2019-02-19,2019-02-19,2019-03-11,277.82,278.0,3.13,3.1,3.15,0.12373,103.0,0.18000000000000682,20
2019-02-20,2019-02-20,2019-03-13,278.39,278.0,3.45,3.31,3.37,0.11504,150.0,0.38999999999998636,21
2019-02-21,2019-02-21,2019-03-13,277.39,277.0,3.06,3.45,3.48,0.12407,131.0,0.38999999999998636,20
2019-02-22,2019-02-22,2019-03-15,279.13,279.0,3.16,3.08,3.11,0.1231,,0.12999999999999545,21
2019-02-25,2019-02-25,2019-03-18,279.46,279.0,3.39,3.3,3.35,0.12373,38.0,0.45999999999997954,21
2019-02-26,2019-02-26,2019-03-18,279.28,279.0,3.52,3.18,3.21,0.13153,950.0,0.2799999999999727,20
2019-02-27,2019-02-27,2019-03-20,279.24,279.0,3.08,3.07,3.13,0.11854,147.0,0.2400000000000091,21
2019-02-28,2019-02-28,2019-03-20,278.54,279.0,2.63,2.53,2.59,0.11414,205.0,0.45999999999997954,20
2019-03-04,2019-03-04,2019-03-25,279.46,279.0,2.74,2.85,2.9,0.11651,750.0,0.45999999999997954,21
2019-03-05,2019-03-05,2019-03-25,279.09,279.0,2.88,2.62,2.68,0.11278,55.0,0.08999999999997499,20
2019-03-06,2019-03-06,2019-03-27,277.27,277.0,3.12,3.14,3.21,0.13258,7.0,0.2699999999999818,21
2019-03-07,2019-03-07,2019-03-27,275.07,275.0,3.09,3.2,3.24,0.13766,253.0,0.06999999999999318,20
2019-03-08,2019-03-08,2019-03-29,274.51,275.0,2.95,2.93,2.95,0.12981,,0.4900000000000091,21
2019-03-11,2019-03-11,2019-04-01,278.53,279.0,2.29,2.28,2.31,0.10836,59.0,0.4700000000000273,21
2019-03-12,2019-03-12,2019-04-01,279.4,279.0,2.52,2.49,2.53,0.10684,423.0,0.39999999999997726,20
2019-03-13,2019-03-13,2019-04-03,281.33,281.0,2.6,2.52,2.57,0.10085,202.0,0.3299999999999841,21
2019-03-14,2019-03-14,2019-04-03,281.21,281.0,2.37,2.4,2.42,0.10733,45.0,0.20999999999997954,20
2019-03-15,2019-03-15,2019-04-05,281.32,281.0,3.05,3.16,3.19,0.109,956.0,0.3199999999999932,21
2019-03-18,2019-03-18,2019-04-08,282.43,282.0,3.36,3.29,3.33,0.11135,94.0,0.4300000000000068,21
2019-03-19,2019-03-19,2019-04-08,282.47,282.0,3.37,3.37,3.41,0.12146,107.0,0.4700000000000273,20
2019-03-20,2019-03-20,2019-04-10,281.56,282.0,3.72,3.11,3.16,0.12645,25.0,0.4399999999999977,21
2019-03-21,2019-03-21,2019-04-10,284.66,285.0,3.28,3.02,3.06,0.11726,109.0,0.339999999999975,20
2019-03-22,2019-03-22,2019-04-12,279.3,279.0,4.67,4.54,4.59,0.1613,244.0,0.30000000000001137,21
2019-03-25,2019-03-25,2019-04-15,279.04,279.0,4.18,4.13,4.21,0.1519,149.0,0.040000000000020464,21
2019-03-26,2019-03-26,2019-04-15,280.99,281.0,3.32,3.59,3.63,0.13626,238.0,0.009999999999990905,20
2019-03-27,2019-03-27,2019-04-17,279.72,280.0,3.8,3.75,3.78,0.1426,52.0,0.2799999999999727,21
2019-03-28,2019-03-28,2019-04-18,280.74,281.0,3.55,3.53,3.57,0.13338,,0.2599999999999909,21
2019-03-29,2019-03-29,2019-04-18,282.69,282.5,3.45,3.39,3.42,0.12292,,0.18999999999999773,20
2019-04-01,2019-04-01,2019-04-22,285.85,286.0,3.05,2.94,2.97,0.10801,,0.14999999999997726,21
2019-04-02,2019-04-02,2019-04-22,285.98,286.0,2.88,2.8,2.84,0.11003,256.0,0.01999999999998181,20
2019-04-03,2019-04-03,2019-04-24,286.51,286.5,3.12,3.13,3.17,0.11213,10.0,0.009999999999990905,21
2019-04-04,2019-04-04,2019-04-24,287.23,287.0,2.93,3.03,3.05,0.1064,10.0,0.2300000000000182,20
2019-04-05,2019-04-05,2019-04-26,288.55,288.5,2.92,2.88,2.92,0.10173,389.0,0.05000000000001137,21
2019-04-08,2019-04-08,2019-04-29,288.86,289.0,2.75,2.82,2.85,0.10235,20.0,0.13999999999998636,21
2019-04-09,2019-04-09,2019-04-29,287.3,287.5,2.66,2.9,2.93,0.11112,624.0,0.19999999999998863,20
2019-04-10,2019-04-10,2019-05-01,288.29,288.5,2.76,2.89,2.92,0.1063,28.0,0.20999999999997954,21
2019-04-11,2019-04-11,2019-05-01,288.23,288.0,2.84,3.05,3.06,0.10734,62.0,0.2300000000000182,20
2019-04-12,2019-04-12,2019-05-03,290.17,290.0,2.97,2.95,2.98,0.10084,,0.17000000000001592,21
2019-04-15,2019-04-15,2019-05-06,289.98,290.0,2.82,2.87,2.9,0.10165,43.0,0.01999999999998181,21
2019-04-16,2019-04-16,2019-05-06,290.18,290.0,2.91,2.83,2.86,0.09962,25.0,0.18000000000000682,20
2019-04-17,2019-04-17,2019-05-08,289.48,289.5,3.01,3.0,3.04,0.11219,42.0,0.01999999999998181,21
2019-04-18,2019-04-18,2019-05-08,290.02,290.0,2.77,2.78,2.82,0.10064,103.0,0.01999999999998181,20
2019-04-22,2019-04-22,2019-05-13,290.3,290.0,2.97,3.1,3.13,0.1048,36.0,0.30000000000001137,21
2019-04-23,2019-04-23,2019-05-13,292.87,293.0,2.65,2.67,2.7,0.09849,595.0,0.12999999999999545,20
2019-04-24,2019-04-24,2019-05-15,292.24,292.0,3.28,3.25,3.28,0.10998,60.0,0.2400000000000091,21
2019-04-25,2019-04-25,2019-05-15,292.1,292.0,3.38,3.03,3.05,0.11001,82.0,0.10000000000002274,20
2019-04-26,2019-04-26,2019-05-17,293.48,293.5,2.82,2.86,2.86,0.09989,,0.01999999999998181,21
2019-04-29,2019-04-29,2019-05-20,293.8,294.0,3.07,2.92,2.95,0.1103,44.0,0.19999999999998863,21
2019-04-30,2019-04-30,2019-05-20,294.0,294.0,3.01,3.04,3.08,0.10859,,0.0,20
2019-05-01,2019-05-01,2019-05-22,291.81,292.0,4.29,3.44,3.48,0.12704,202.0,0.18999999999999773,21
2019-05-02,2019-05-02,2019-05-22,291.26,291.0,3.46,3.47,3.5,0.12034,246.0,0.2599999999999909,20
2019-05-03,2019-05-03,2019-05-24,294.04,294.0,3.24,3.22,3.23,0.11147,855.0,0.040000000000020464,21
2019-05-06,2019-05-06,2019-05-28,292.86,293.0,3.72,3.58,3.65,0.12603,53.0,0.13999999999998636,22
2019-05-07,2019-05-07,2019-05-28,288.02,288.0,5.11,5.1,5.19,0.18177,98.0,0.01999999999998181,21
2019-05-08,2019-05-08,2019-05-29,287.56,288.0,5.55,4.94,4.98,0.18315,11.0,0.4399999999999977,21
2019-05-09,2019-05-09,2019-05-29,286.73,287.0,4.86,4.76,4.82,0.17983,39.0,0.2699999999999818,20
2019-05-10,2019-05-10,2019-05-31,287.98,288.0,4.03,4.25,4.29,0.15202,755.0,0.01999999999998181,21
2019-05-13,2019-05-13,2019-06-03,280.99,281.0,5.26,5.28,5.36,0.20076,149.0,0.009999999999990905,21
2019-05-14,2019-05-14,2019-06-03,283.3,283.0,4.86,4.79,4.84,0.17207,89.0,0.30000000000001137,20
2019-05-15,2019-05-15,2019-06-05,285.04,285.0,4.39,4.24,4.3,0.15186,238.0,0.040000000000020464,21
2019-05-16,2019-05-16,2019-06-05,287.55,288.0,3.43,3.49,3.52,0.13572,302.0,0.44999999999998863,20
2019-05-17,2019-05-17,2019-06-07,285.91,286.0,4.24,4.15,4.17,0.1505,606.0,0.08999999999997499,21
2019-05-20,2019-05-20,2019-06-10,284.03,284.0,4.25,4.35,4.41,0.15718,42.0,0.029999999999972715,21
2019-05-21,2019-05-21,2019-06-10,286.45,286.0,3.93,3.93,3.98,0.13674,22.0,0.44999999999998863,20
2019-05-22,2019-05-22,2019-06-12,285.64,286.0,3.63,3.58,3.62,0.13504,314.0,0.36000000000001364,21
2019-05-23,2019-05-23,2019-06-12,282.32,282.0,4.29,4.39,4.44,0.16306,78.0,0.3199999999999932,20
2019-05-28,2019-05-28,2019-06-17,280.17,280.0,4.66,4.6,4.65,0.16904,37.0,0.17000000000001592,20
2019-05-29,2019-05-29,2019-06-19,278.27,278.0,4.68,4.86,4.92,0.1779,356.0,0.2699999999999818,21
2019-05-30,2019-05-30,2019-06-19,278.98,279.0,4.3,4.29,4.33,0.16121,135.0,0.01999999999998181,20
2019-05-31,2019-05-31,2019-06-21,275.37,275.0,4.92,4.89,4.92,0.18689,,0.37000000000000455,21
2019-06-03,2019-06-03,2019-06-24,274.61,275.0,4.33,4.15,4.22,0.16671,93.0,0.38999999999998636,21
2019-06-04,2019-06-04,2019-06-24,280.53,281.0,3.27,3.61,3.68,0.15537,234.0,0.4700000000000273,20
2019-06-05,2019-06-05,2019-06-26,282.88,283.0,3.39,3.52,3.59,0.14666,288.0,0.12000000000000455,21
2019-06-06,2019-06-06,2019-06-26,284.78,285.0,3.45,3.16,3.22,0.13857,167.0,0.22000000000002728,20
2019-06-10,2019-06-10,2019-07-01,288.98,289.0,3.89,3.55,3.64,0.14373,8.0,0.01999999999998181,21
2019-06-11,2019-06-11,2019-07-01,288.9,289.0,3.45,3.42,3.47,0.14768,298.0,0.10000000000002274,20
2019-06-12,2019-06-12,2019-07-03,288.3,288.0,3.66,3.61,3.65,0.14358,9.0,0.30000000000001137,21
2019-06-13,2019-06-13,2019-07-03,289.58,290.0,2.95,3.06,3.09,0.13715,,0.4200000000000159,20
2019-06-14,2019-06-14,2019-07-05,289.23,289.0,3.63,3.44,3.49,0.13803,450.0,0.2300000000000182,21
2019-06-17,2019-06-17,2019-07-08,289.48,289.0,3.49,3.32,3.36,0.12936,421.0,0.4800000000000182,21
2019-06-18,2019-06-18,2019-07-08,292.33,292.0,3.17,3.12,3.16,0.12624,159.0,0.3299999999999841,20
2019-06-19,2019-06-19,2019-07-10,293.05,293.0,2.93,3.06,3.09,0.12548,63.0,0.05000000000001137,21
2019-06-20,2019-06-20,2019-07-10,295.87,296.0,3.02,2.96,3.0,0.12703,272.0,0.12999999999999545,20
2019-06-21,2019-06-21,2019-07-12,294.01,294.0,4.22,4.01,4.04,0.14564,503.0,0.009999999999990905,21
2019-06-24,2019-06-24,2019-07-15,293.67,294.0,3.75,3.68,3.74,0.1353,,0.3299999999999841,21
2019-06-25,2019-06-25,2019-07-15,290.78,291.0,4.0,4.03,4.06,0.14925,,0.22000000000002728,20
2019-06-26,2019-06-26,2019-07-17,290.51,291.0,4.05,3.89,3.92,0.14595,88.0,0.4900000000000091,21
2019-06-27,2019-06-27,2019-07-17,291.52,292.0,3.76,3.64,3.68,0.13991,192.0,0.4800000000000182,20
2019-06-28,2019-06-28,2019-07-19,293.08,293.0,4.26,4.04,4.07,0.14036,,0.07999999999998408,21
2019-07-01,2019-07-01,2019-07-22,295.59,295.5,3.19,3.15,3.19,0.10795,8.0,0.08999999999997499,21
2019-07-02,2019-07-02,2019-07-22,296.45,296.5,2.44,2.61,2.63,0.09283,12.0,0.05000000000001137,20
2019-07-03,2019-07-03,2019-07-24,298.8,299.0,2.52,2.72,2.77,0.09818,35.0,0.19999999999998863,21
2019-07-05,2019-07-05,2019-07-26,298.26,298.5,2.7,2.79,2.83,0.10869,412.0,0.2400000000000091,21
2019-07-08,2019-07-08,2019-07-29,296.86,297.0,3.09,2.95,2.99,0.10615,190.0,0.13999999999998636,21
2019-07-09,2019-07-09,2019-07-29,297.23,297.0,3.29,3.22,3.25,0.11051,125.0,0.2300000000000182,20
2019-07-10,2019-07-10,2019-07-31,298.61,298.5,3.25,3.24,3.27,0.10936,509.0,0.11000000000001364,21
2019-07-11,2019-07-11,2019-07-31,299.32,299.5,2.83,2.84,2.86,0.10309,330.0,0.18000000000000682,20
2019-07-12,2019-07-12,2019-08-02,300.65,301.0,2.97,2.99,3.01,0.11002,,0.35000000000002274,21
2019-07-15,2019-07-15,2019-08-05,300.84,301.0,2.91,2.89,2.93,0.10144,256.0,0.160000000000025,21
2019-07-16,2019-07-16,2019-08-05,299.78,300.0,3.03,2.86,2.92,0.10428,382.0,0.22000000000002728,20
2019-07-17,2019-07-17,2019-08-07,297.78,298.0,3.45,3.42,3.45,0.12389,51.0,0.22000000000002728,21
2019-07-18,2019-07-18,2019-08-07,298.83,299.0,3.26,3.22,3.24,0.116,58.0,0.17000000000001592,20
2019-07-19,2019-07-19,2019-08-09,297.22,297.0,3.88,3.82,3.84,0.13281,160.0,0.22000000000002728,21
2019-07-22,2019-07-22,2019-08-12,297.83,298.0,3.48,3.28,3.33,0.11612,117.0,0.17000000000001592,21
2019-07-23,2019-07-23,2019-08-12,299.97,300.0,3.0,2.98,3.02,0.10497,,0.029999999999972715,20
2019-07-24,2019-07-24,2019-08-14,301.41,301.0,3.21,3.27,3.31,0.10574,144.0,0.410000000000025,21
2019-07-25,2019-07-25,2019-08-14,299.96,300.0,3.02,2.96,3.01,0.10758,334.0,0.040000000000020464,20
2019-07-26,2019-07-26,2019-08-16,301.98,302.0,3.1,3.11,3.13,0.11071,,0.01999999999998181,21
2019-07-29,2019-07-29,2019-08-19,301.49,301.0,3.44,3.43,3.46,0.10769,206.0,0.4900000000000091,21
2019-07-30,2019-07-30,2019-08-19,300.79,301.0,3.07,3.11,3.13,0.11443,286.0,0.20999999999997954,20
2019-07-31,2019-07-31,2019-08-21,297.21,297.0,6.0,4.48,4.59,0.15446,0.0,0.20999999999997954,21
2019-08-01,2019-08-01,2019-08-21,295.0,295.0,4.77,4.47,4.55,0.16513,49.0,0.0,20
2019-08-02,2019-08-02,2019-08-23,292.62,292.5,4.78,4.83,4.88,0.16762,535.0,0.12000000000000455,21
2019-08-05,2019-08-05,2019-08-26,284.02,284.0,6.42,6.31,6.43,0.25102,256.0,0.01999999999998181,21
2019-08-06,2019-08-06,2019-08-26,287.8,288.0,4.92,4.85,4.92,0.19073,119.0,0.19999999999998863,20
2019-08-07,2019-08-07,2019-08-28,288.16,288.0,5.15,5.17,5.26,0.18721,75.0,0.160000000000025,21
2019-08-08,2019-08-08,2019-08-28,293.59,294.0,3.73,3.7,3.78,0.14059,422.0,0.410000000000025,20
2019-08-09,2019-08-09,2019-08-30,291.62,292.0,4.58,4.5,4.53,0.16557,299.0,0.37999999999999545,21
2019-08-12,2019-08-12,2019-09-03,288.12,288.0,5.52,5.54,5.56,0.19504,152.0,0.12000000000000455,22
2019-08-13,2019-08-13,2019-09-03,292.42,292.0,4.69,4.7,4.72,0.15751,82.0,0.4200000000000159,21
2019-08-14,2019-08-14,2019-09-04,283.96,284.0,6.21,5.85,5.91,0.21246,51.0,0.040000000000020464,21
2019-08-15,2019-08-15,2019-09-04,284.67,285.0,5.4,5.24,5.27,0.1986,95.0,0.3299999999999841,20
2019-08-16,2019-08-16,2019-09-06,288.85,289.0,4.88,4.73,4.76,0.17053,955.0,0.14999999999997726,21
2019-08-19,2019-08-19,2019-09-09,292.32,292.0,4.45,4.28,4.31,0.14652,611.0,0.3199999999999932,21
2019-08-20,2019-08-20,2019-09-09,290.02,290.0,4.57,4.31,4.32,0.16172,32.0,0.01999999999998181,20
2019-08-21,2019-08-21,2019-09-11,292.4,292.0,4.3,4.28,4.33,0.14306,156.0,0.39999999999997726,21
2019-08-22,2019-08-22,2019-09-11,292.32,292.0,4.36,4.3,4.33,0.15239,67.0,0.3199999999999932,20
2019-08-23,2019-08-23,2019-09-13,284.83,285.0,5.12,5.23,5.27,0.18937,465.0,0.17000000000001592,21
2019-08-26,2019-08-26,2019-09-16,287.96,288.0,4.69,4.75,4.79,0.16987,120.0,0.040000000000020464,21
2019-08-27,2019-08-27,2019-09-16,286.85,287.0,5.04,5.1,5.15,0.19384,169.0,0.14999999999997726,20
2019-08-28,2019-08-28,2019-09-18,288.8,289.0,4.76,4.87,4.93,0.17634,197.0,0.19999999999998863,21
2019-08-29,2019-08-29,2019-09-18,292.59,293.0,3.97,4.02,4.06,0.15113,312.0,0.410000000000025,20
2019-08-30,2019-08-30,2019-09-20,292.45,292.5,4.68,4.57,4.63,0.17754,,0.05000000000001137,21
2019-09-03,2019-09-03,2019-09-23,290.75,291.0,4.29,4.24,4.28,0.17212,25.0,0.25,20
2019-09-04,2019-09-04,2019-09-25,293.99,294.0,3.77,3.72,3.78,0.14646,22.0,0.009999999999990905,21
2019-09-05,2019-09-05,2019-09-25,297.82,298.0,3.09,3.01,3.07,0.13327,,0.18000000000000682,20
2019-09-06,2019-09-06,2019-09-27,298.1,298.0,3.03,3.09,3.12,0.11928,196.0,0.10000000000002274,21
2019-09-09,2019-09-09,2019-09-30,298.2,298.0,2.93,2.97,3.01,0.11945,538.0,0.19999999999998863,21
2019-09-10,2019-09-10,2019-09-30,298.09,298.0,2.45,2.76,2.78,0.11372,,0.08999999999997499,20
2019-09-11,2019-09-11,2019-10-02,300.3,300.0,2.74,2.93,2.97,0.1116,208.0,0.30000000000001137,21
2019-09-12,2019-09-12,2019-10-02,301.37,301.0,2.97,2.67,2.7,0.10508,,0.37000000000000455,20
2019-09-13,2019-09-13,2019-10-04,300.99,301.0,2.68,2.6,2.63,0.10968,852.0,0.009999999999990905,21
2019-09-16,2019-09-16,2019-10-07,300.2,300.0,2.77,2.82,2.85,0.11152,148.0,0.19999999999998863,21
2019-09-17,2019-09-17,2019-10-07,300.95,301.0,2.55,2.54,2.57,0.10975,273.0,0.05000000000001137,20
2019-09-18,2019-09-18,2019-10-09,301.1,301.0,2.64,2.63,2.69,0.10935,29.0,0.10000000000002274,21
2019-09-19,2019-09-19,2019-10-09,301.05,301.0,2.49,2.51,2.56,0.10893,139.0,0.05000000000001137,20
2019-09-20,2019-09-20,2019-10-11,298.09,298.0,4.25,4.02,4.04,0.14215,408.0,0.08999999999997499,21
2019-09-23,2019-09-23,2019-10-14,298.28,298.0,4.12,3.83,3.87,0.12708,24.0,0.2799999999999727,21
2019-09-24,2019-09-24,2019-10-14,295.91,296.0,4.16,3.98,4.03,0.14345,180.0,0.08999999999997499,20
2019-09-25,2019-09-25,2019-10-16,297.59,298.0,3.8,3.78,3.8,0.13626,226.0,0.410000000000025,21
2019-09-26,2019-09-26,2019-10-16,296.99,297.0,4.14,3.79,3.83,0.13431,217.0,0.009999999999990905,20
2019-09-27,2019-09-27,2019-10-18,295.38,295.0,4.67,4.67,4.68,0.15463,,0.37999999999999545,21
2019-10-01,2019-10-01,2019-10-21,293.32,293.0,4.97,4.71,4.73,0.16663,219.0,0.3199999999999932,20
2019-10-02,2019-10-02,2019-10-23,288.16,288.0,5.79,5.39,5.4,0.20148,92.0,0.160000000000025,21
2019-10-03,2019-10-03,2019-10-23,290.45,290.0,4.83,5.04,5.08,0.17434,187.0,0.44999999999998863,20
2019-10-04,2019-10-04,2019-10-25,294.3,294.0,4.81,4.7,4.76,0.1598,221.0,0.30000000000001137,21
2019-10-07,2019-10-07,2019-10-28,293.1,293.0,4.96,4.77,4.83,0.16639,38.0,0.10000000000002274,21
2019-10-08,2019-10-08,2019-10-28,288.65,289.0,5.15,4.99,5.03,0.18772,11.0,0.35000000000002274,20
2019-10-09,2019-10-09,2019-10-30,291.11,291.0,5.25,5.1,5.13,0.17783,127.0,0.11000000000001364,21
2019-10-10,2019-10-10,2019-10-30,293.29,293.0,4.81,4.74,4.77,0.16363,38.0,0.29000000000002046,20
2019-10-11,2019-10-11,2019-11-01,296.26,296.0,4.7,4.52,4.57,0.152,458.0,0.2599999999999909,21
2019-10-14,2019-10-14,2019-11-04,296.03,296.0,3.92,3.91,3.94,0.13493,43.0,0.029999999999972715,21
2019-10-15,2019-10-15,2019-11-04,298.88,299.0,3.38,3.34,3.37,0.11966,34.0,0.12000000000000455,20
2019-10-16,2019-10-16,2019-11-06,298.46,298.0,3.89,3.78,3.8,0.12195,79.0,0.45999999999997954,21
2019-10-17,2019-10-17,2019-11-06,299.21,299.0,3.59,3.5,3.57,0.12092,16.0,0.20999999999997954,20
2019-10-18,2019-10-18,2019-11-08,298.09,298.0,4.02,3.8,3.83,0.13015,184.0,0.08999999999997499,21
2019-10-21,2019-10-21,2019-11-11,300.03,300.0,3.35,3.39,3.41,0.11496,23.0,0.029999999999972715,21
2019-10-22,2019-10-22,2019-11-11,299.0,299.0,3.44,3.36,3.42,0.11998,4.0,0.0,20
2019-10-23,2019-10-23,2019-11-13,299.83,300.0,3.31,3.29,3.32,0.11548,40.0,0.17000000000001592,21
2019-10-24,2019-10-24,2019-11-13,300.42,300.0,3.38,3.4,3.43,0.11768,58.0,0.4200000000000159,20
2019-10-25,2019-10-25,2019-11-15,301.59,302.0,2.95,2.83,2.85,0.1035,,0.410000000000025,21
2019-10-28,2019-10-28,2019-11-18,303.34,303.0,3.56,3.55,3.56,0.1164,182.0,0.339999999999975,21
2019-10-29,2019-10-29,2019-11-18,303.14,303.0,3.41,3.37,3.4,0.11535,622.0,0.13999999999998636,20
2019-10-30,2019-10-30,2019-11-20,304.21,304.0,3.15,3.18,3.21,0.10437,42.0,0.20999999999997954,21
2019-10-31,2019-10-31,2019-11-20,303.29,303.0,3.26,3.29,3.31,0.1094,349.0,0.29000000000002046,20
